type,time,latitude,longitude,altitude (m),name,desc
T,2022-06-28 17:48:11.023,22.259508500,114.144398600,252.8,,
T,2022-06-28 17:48:14.948,22.259510800,114.144412200,253.2,,
T,2022-06-28 17:48:19.775,22.259514800,114.144426900,253.9,,
T,2022-06-28 17:48:24.805,22.259520100,114.144440200,254.5,,
T,2022-06-28 17:48:29.695,22.259527800,114.144454000,255.1,,
T,2022-06-28 17:49:19.43,22.259626000,114.144606500,261.1,,
T,2022-06-28 17:49:23.946,22.259635500,114.144622500,261.7,,
T,2022-06-28 17:49:27.598,22.259643100,114.144636800,262.1,,
T,2022-06-28 17:49:35.675,22.259659900,114.144671600,262.9,,
T,2022-06-28 17:49:37.937,22.259664500,114.144682800,263.1,,
T,2022-06-28 17:49:39.653,22.259667300,114.144695300,263.3,,
T,2022-06-28 17:49:40.733,22.259668300,114.144707100,263.3,,
T,2022-06-28 17:49:41.704,22.259667800,114.144720200,263.3,,
T,2022-06-28 17:49:43.166,22.259666200,114.144731900,263.4,,
T,2022-06-28 17:49:44.221,22.259663200,114.144742200,263.4,,
T,2022-06-28 17:49:45.031,22.259658900,114.144752100,263.4,,
T,2022-06-28 17:49:46.011,22.259652400,114.144763300,263.3,,
T,2022-06-28 17:49:47.144,22.259643400,114.144775100,263.0,,
T,2022-06-28 17:49:48.232,22.259633200,114.144784800,262.7,,
T,2022-06-28 17:49:49.444,22.259620500,114.144793700,262.3,,
T,2022-06-28 17:49:51.169,22.259601600,114.144804900,261.5,,
T,2022-06-28 17:49:52.099,22.259591900,114.144811800,261.2,,
T,2022-06-28 17:49:52.978,22.259583100,114.144818900,260.9,,
T,2022-06-28 17:49:53.786,22.259575700,114.144826300,260.7,,
T,2022-06-28 17:49:54.694,22.259568100,114.144835400,260.5,,
T,2022-06-28 17:49:55.595,22.259561300,114.144845100,260.4,,
T,2022-06-28 17:49:56.464,22.259555500,114.144855000,260.3,,
T,2022-06-28 17:49:57.325,22.259550500,114.144865300,260.2,,
T,2022-06-28 17:49:58.386,22.259546400,114.144876500,260.3,,
T,2022-06-28 17:49:59.771,22.259543500,114.144887700,260.4,,
T,2022-06-28 17:50:01.435,22.259541400,114.144899200,260.5,,
T,2022-06-28 17:50:08.317,22.259538400,114.144938600,261.1,,
T,2022-06-28 17:50:10.38,22.259536500,114.144951800,261.3,,
T,2022-06-28 17:50:12.142,22.259533900,114.144964400,261.5,,
T,2022-06-28 17:50:14.126,22.259529900,114.144980000,261.6,,
T,2022-06-28 17:50:15.798,22.259524500,114.144995800,261.7,,
T,2022-06-28 17:50:19.751,22.259518800,114.145010000,262.1,,
T,2022-06-28 17:50:24.589,22.259511800,114.145024400,262.7,,
T,2022-06-28 17:50:31.966,22.259498600,114.145047700,263.6,,
T,2022-06-28 17:51:12.919,22.259397200,114.145196200,268.2,,
T,2022-06-28 17:51:15.968,22.259384100,114.145212200,268.4,,
T,2022-06-28 17:51:17.401,22.259370600,114.145224900,268.4,,
T,2022-06-28 17:51:18.85,22.259355400,114.145235500,268.2,,
T,2022-06-28 17:51:20.31,22.259338900,114.145243900,267.7,,
T,2022-06-28 17:51:21.844,22.259321000,114.145251300,267.0,,
T,2022-06-28 17:51:40.923,22.259094700,114.145332000,257.3,,
T,2022-06-28 17:51:43.006,22.259070500,114.145342300,256.4,,
T,2022-06-28 17:51:44.799,22.259050100,114.145352300,255.8,,
T,2022-06-28 17:51:46.515,22.259031100,114.145363000,255.2,,
T,2022-06-28 17:51:48.183,22.259013300,114.145374700,254.7,,
T,2022-06-28 17:51:50.075,22.258993900,114.145389300,254.3,,
T,2022-06-28 17:51:51.562,22.258979300,114.145401700,254.1,,
T,2022-06-28 17:51:53.093,22.258964900,114.145415300,253.9,,
T,2022-06-28 17:51:55.114,22.258946800,114.145434300,253.8,,
T,2022-06-28 17:51:57.022,22.258930700,114.145453300,253.7,,
T,2022-06-28 17:52:09.562,22.258830300,114.145583200,253.7,,
T,2022-06-28 17:52:12.811,22.258813700,114.145606400,253.8,,
T,2022-06-28 17:52:16.432,22.258801000,114.145626800,254.1,,
T,2022-06-28 17:52:20.979,22.258789100,114.145648600,254.6,,
T,2022-06-28 17:52:27.771,22.258776100,114.145676700,255.3,,
T,2022-06-28 17:52:33.643,22.258767400,114.145698600,256.0,,
T,2022-06-28 17:52:45.343,22.258755000,114.145737700,257.5,,
T,2022-06-28 17:52:48.236,22.258751400,114.145747700,257.8,,
T,2022-06-28 17:52:50.336,22.258747000,114.145756300,258.0,,
T,2022-06-28 17:52:51.632,22.258741300,114.145763800,258.1,,
T,2022-06-28 17:52:52.707,22.258734200,114.145771700,258.2,,
T,2022-06-28 17:52:53.827,22.258723700,114.145781700,258.1,,
T,2022-06-28 17:52:54.921,22.258712400,114.145790000,258.0,,
T,2022-06-28 17:52:58.311,22.258675700,114.145812800,257.3,,
T,2022-06-28 17:52:59.293,22.258665400,114.145820000,257.1,,
T,2022-06-28 17:53:00.175,22.258656700,114.145827300,257.1,,
T,2022-06-28 17:53:01.314,22.258648100,114.145836300,257.1,,
T,2022-06-28 17:53:02.945,22.258639400,114.145848300,257.2,,
T,2022-06-28 17:53:05.44,22.258630400,114.145863000,257.4,,
T,2022-06-28 17:53:26.03,22.258583800,114.145955200,259.5,,
T,2022-06-28 17:53:28.631,22.258576900,114.145966000,259.8,,
T,2022-06-28 17:53:30.314,22.258570200,114.145973900,260.0,,
T,2022-06-28 17:53:31.623,22.258562500,114.145981000,260.1,,
T,2022-06-28 17:53:32.5,22.258553000,114.145986900,260.0,,
T,2022-06-28 17:53:33.427,22.258542200,114.145991400,259.9,,
T,2022-06-28 17:53:34.12,22.258533800,114.145993700,259.7,,
T,2022-06-28 17:53:34.863,22.258524600,114.145995000,259.4,,
T,2022-06-28 17:53:35.608,22.258515300,114.145994800,259.1,,
T,2022-06-28 17:53:36.363,22.258506000,114.145993100,258.7,,
T,2022-06-28 17:53:40,22.258462000,114.145980900,256.2,,
T,2022-06-28 17:53:41.783,22.258440100,114.145976500,255.0,,
T,2022-06-28 17:53:43.596,22.258417700,114.145972900,253.9,,
T,2022-06-28 17:53:45.193,22.258397800,114.145971400,253.0,,
T,2022-06-28 17:53:46.587,22.258380400,114.145970900,252.3,,
T,2022-06-28 17:53:47.405,22.258370200,114.145971600,251.9,,
T,2022-06-28 17:53:48.154,22.258361000,114.145973400,251.7,,
T,2022-06-28 17:53:48.958,22.258351300,114.145976200,251.6,,
T,2022-06-28 17:53:49.861,22.258342600,114.145980300,251.6,,
T,2022-06-28 17:53:51.807,22.258333900,114.145986100,251.8,,
T,2022-06-28 17:53:54.634,22.258326600,114.145993200,252.1,,
T,2022-06-28 17:53:58.363,22.258320600,114.146001500,252.6,,
T,2022-06-28 17:54:02.615,22.258315900,114.146010300,253.2,,
T,2022-06-28 17:54:07.47,22.258312200,114.146019800,253.9,,
T,2022-06-28 17:54:15.523,22.258308000,114.146034900,255.0,,
T,2022-06-28 17:54:24.712,22.258305200,114.146051400,256.3,,
T,2022-06-28 17:54:36.56,22.258303300,114.146072000,258.1,,
T,2022-06-28 17:55:09.896,22.258300700,114.146145700,262.7,,
T,2022-06-28 17:55:14.019,22.258299100,114.146160500,263.2,,
T,2022-06-28 17:55:16.733,22.258296100,114.146171800,263.5,,
T,2022-06-28 17:55:18.847,22.258291700,114.146182100,263.7,,
T,2022-06-28 17:55:20.985,22.258285800,114.146193400,263.9,,
T,2022-06-28 17:55:22.69,22.258279100,114.146203600,264.1,,
T,2022-06-28 17:55:24.298,22.258269800,114.146214900,264.1,,
T,2022-06-28 17:55:25.336,22.258260300,114.146224100,264.1,,
T,2022-06-28 17:55:26.649,22.258247300,114.146234900,264.1,,
T,2022-06-28 17:55:28.357,22.258229200,114.146247100,263.9,,
T,2022-06-28 17:55:33.327,22.258174900,114.146279600,263.5,,
T,2022-06-28 17:55:34.524,22.258162300,114.146288200,263.5,,
T,2022-06-28 17:55:36.792,22.258150100,114.146299300,263.7,,
T,2022-06-28 17:55:39.91,22.258139500,114.146311700,264.0,,
T,2022-06-28 17:55:43.034,22.258131300,114.146322900,264.3,,
T,2022-06-28 17:55:48.562,22.258119800,114.146341100,265.0,,
T,2022-06-28 17:55:51.404,22.258112400,114.146350700,265.3,,
T,2022-06-28 17:55:54.403,22.258103600,114.146360900,265.6,,
T,2022-06-28 17:55:57.648,22.258092400,114.146372100,266.0,,
T,2022-06-28 17:56:00.345,22.258081600,114.146381500,266.2,,
T,2022-06-28 17:56:02.566,22.258070300,114.146389700,266.4,,
T,2022-06-28 17:56:09.161,22.257998900,114.146434100,265.7,,
T,2022-06-28 17:56:11.593,22.257973200,114.146451600,265.4,,
T,2022-06-28 17:56:13.737,22.257951200,114.146468100,265.2,,
T,2022-06-28 17:56:17.359,22.257915200,114.146497700,265.0,,
T,2022-06-28 17:56:23.893,22.257852000,114.146553500,264.9,,
T,2022-06-28 17:56:27.83,22.257814800,114.146587900,264.9,,
T,2022-06-28 17:56:29.576,22.257802200,114.146600800,265.0,,
T,2022-06-28 17:56:31.588,22.257791400,114.146613400,265.1,,
T,2022-06-28 17:56:34.073,22.257783200,114.146625800,265.3,,
T,2022-06-28 17:56:37.082,22.257776100,114.146638800,265.6,,
T,2022-06-28 17:56:44.048,22.257762200,114.146666100,266.4,,
T,2022-06-28 17:56:46.494,22.257754400,114.146679600,266.6,,
T,2022-06-28 17:56:48.496,22.257746000,114.146692000,266.8,,
T,2022-06-28 17:56:50.299,22.257735900,114.146704700,266.9,,
T,2022-06-28 17:56:51.665,22.257724600,114.146716500,266.9,,
T,2022-06-28 17:56:52.949,22.257712600,114.146728000,266.9,,
T,2022-06-28 17:56:53.848,22.257703700,114.146735400,266.8,,
T,2022-06-28 17:56:54.838,22.257693600,114.146743100,266.7,,
T,2022-06-28 17:56:56.489,22.257676100,114.146754900,266.5,,
T,2022-06-28 17:56:57.493,22.257665600,114.146762300,266.4,,
T,2022-06-28 17:56:58.521,22.257655300,114.146770600,266.3,,
T,2022-06-28 17:56:59.446,22.257646600,114.146778800,266.3,,
T,2022-06-28 17:57:00.402,22.257639800,114.146786400,266.3,,
T,2022-06-28 17:57:03.036,22.257626800,114.146803900,266.5,,
T,2022-06-28 17:57:04.095,22.257619800,114.146812000,266.5,,
T,2022-06-28 17:57:05.028,22.257611200,114.146820500,266.5,,
T,2022-06-28 17:57:06.016,22.257600700,114.146827500,266.4,,
T,2022-06-28 17:57:07.189,22.257587800,114.146835000,266.2,,
T,2022-06-28 17:57:08.36,22.257574600,114.146841800,266.0,,
T,2022-06-28 17:57:09.589,22.257560400,114.146848100,265.7,,
T,2022-06-28 17:57:10.992,22.257543800,114.146854200,265.3,,
T,2022-06-28 17:57:12.387,22.257527000,114.146859200,264.9,,
T,2022-06-28 17:57:16.462,22.257477100,114.146870000,263.8,,
T,2022-06-28 17:57:18.185,22.257456300,114.146876000,263.6,,
T,2022-06-28 17:57:20.316,22.257431000,114.146884900,263.3,,
T,2022-06-28 17:57:22.809,22.257401800,114.146896600,263.1,,
T,2022-06-28 17:57:32.249,22.257293000,114.146945700,262.6,,
T,2022-06-28 17:57:34.54,22.257266400,114.146957100,262.4,,
T,2022-06-28 17:57:36.328,22.257245200,114.146964700,262.2,,
T,2022-06-28 17:57:40.788,22.257191300,114.146979900,261.6,,
T,2022-06-28 17:57:41.874,22.257178800,114.146985600,261.6,,
T,2022-06-28 17:57:43.061,22.257165700,114.146993100,261.6,,
T,2022-06-28 17:57:44.871,22.257153700,114.147002700,261.7,,
T,2022-06-28 17:57:46.899,22.257143600,114.147012600,261.8,,
T,2022-06-28 17:57:49.589,22.257133300,114.147024900,262.1,,
T,2022-06-28 17:57:54.437,22.257117500,114.147046200,262.5,,
T,2022-06-28 17:57:56.957,22.257107200,114.147057700,262.8,,
T,2022-06-28 17:57:58.318,22.257099300,114.147064400,262.9,,
T,2022-06-28 17:57:59.284,22.257091400,114.147069600,262.9,,
T,2022-06-28 17:58:00.071,22.257082500,114.147074100,262.9,,
T,2022-06-28 17:58:01.115,22.257069700,114.147076800,262.7,,
T,2022-06-28 17:58:02.316,22.257054700,114.147077000,262.4,,
T,2022-06-28 17:58:03.455,22.257040500,114.147076100,262.1,,
T,2022-06-28 17:58:06.075,22.257008100,114.147071100,261.3,,
T,2022-06-28 17:58:06.961,22.256997100,114.147069800,261.0,,
T,2022-06-28 17:58:07.954,22.256984700,114.147069400,260.8,,
T,2022-06-28 17:58:09.068,22.256970800,114.147069900,260.5,,
T,2022-06-28 17:58:10.151,22.256957400,114.147071900,260.3,,
T,2022-06-28 17:58:11.331,22.256943100,114.147075800,260.1,,
T,2022-06-28 17:58:12.61,22.256928000,114.147081400,259.7,,
T,2022-06-28 17:58:14.596,22.256905500,114.147092700,259.3,,
T,2022-06-28 17:58:16.91,22.256879800,114.147107000,258.7,,
T,2022-06-28 17:58:19.126,22.256855800,114.147121900,258.3,,
T,2022-06-28 17:58:21.361,22.256832500,114.147138500,258.0,,
T,2022-06-28 17:58:38.459,22.256659100,114.147273200,256.9,,
T,2022-06-28 17:58:42.715,22.256639700,114.147287400,257.3,,
T,2022-06-28 17:58:47.472,22.256614400,114.147304400,257.7,,
T,2022-06-28 17:58:50.125,22.256597000,114.147314800,257.9,,
T,2022-06-28 17:58:52.043,22.256577200,114.147324000,257.9,,
T,2022-06-28 17:58:53.889,22.256555100,114.147331100,257.8,,
T,2022-06-28 17:58:55.576,22.256534300,114.147334800,257.5,,
T,2022-06-28 17:58:59.123,22.256490100,114.147337900,256.5,,
T,2022-06-28 17:59:00.811,22.256469200,114.147340900,256.1,,
T,2022-06-28 17:59:01.906,22.256455900,114.147344400,255.9,,
T,2022-06-28 17:59:03.064,22.256442200,114.147349400,255.8,,
T,2022-06-28 17:59:07.433,22.256391100,114.147370100,255.5,,
T,2022-06-28 17:59:11.239,22.256375600,114.147377500,255.9,,
T,2022-06-28 17:59:15.09,22.256363700,114.147384900,256.4,,
T,2022-06-28 17:59:19.188,22.256353300,114.147393500,256.9,,
T,2022-06-28 17:59:24.827,22.256340900,114.147405900,257.6,,
T,2022-06-28 17:59:39.907,22.256309600,114.147439600,259.5,,
T,2022-06-28 17:59:47.289,22.256292900,114.147455700,260.5,,
T,2022-06-28 17:59:57.789,22.256266800,114.147477900,261.8,,
T,2022-06-28 18:00:06.815,22.256242800,114.147496500,262.9,,
T,2022-06-28 18:00:14.961,22.256221400,114.147511500,263.9,,
T,2022-06-28 18:00:22.649,22.256199700,114.147525200,264.8,,
T,2022-06-28 18:00:26.348,22.256185800,114.147531000,265.3,,
T,2022-06-28 18:00:28.982,22.256168700,114.147533000,265.5,,
T,2022-06-28 18:00:30.127,22.256154500,114.147531200,265.4,,
T,2022-06-28 18:00:31.072,22.256143600,114.147526300,265.2,,
T,2022-06-28 18:00:32.315,22.256131200,114.147516200,264.7,,
T,2022-06-28 18:00:33.496,22.256121000,114.147504700,264.2,,
T,2022-06-28 18:00:34.86,22.256111800,114.147489200,263.5,,
T,2022-06-28 18:00:37.866,22.256096000,114.147452400,262.2,,
T,2022-06-28 18:00:42.121,22.256072100,114.147401100,260.5,,
T,2022-06-28 18:00:48.108,22.256035400,114.147330700,258.5,,
T,2022-06-28 18:00:49.366,22.256028400,114.147315500,258.1,,
T,2022-06-28 18:00:50.66,22.256023400,114.147298900,257.5,,
T,2022-06-28 18:00:51.929,22.256019900,114.147282200,256.8,,
T,2022-06-28 18:00:55.953,22.256011200,114.147228700,254.6,,
T,2022-06-28 18:00:59.448,22.256005100,114.147182000,253.4,,
T,2022-06-28 18:01:02.399,22.256001200,114.147142400,252.4,,
T,2022-06-28 18:01:05.544,22.255997900,114.147100100,251.3,,
T,2022-06-28 18:01:10.154,22.255994400,114.147038000,249.6,,
T,2022-06-28 18:01:13.495,22.255990600,114.146993100,248.4,,
T,2022-06-28 18:01:17.206,22.255984200,114.146943500,247.1,,
T,2022-06-28 18:01:19.766,22.255978000,114.146909600,246.4,,
T,2022-06-28 18:01:22.919,22.255968900,114.146868200,245.5,,
T,2022-06-28 18:01:25.818,22.255959200,114.146830500,244.8,,
T,2022-06-28 18:01:27.49,22.255952300,114.146809200,244.5,,
T,2022-06-28 18:01:29.234,22.255944100,114.146787400,244.1,,
T,2022-06-28 18:01:30.712,22.255935400,114.146769800,243.9,,
T,2022-06-28 18:01:32.442,22.255923800,114.146750100,243.7,,
T,2022-06-28 18:01:33.767,22.255913400,114.146736200,243.6,,
T,2022-06-28 18:01:35.121,22.255901900,114.146722800,243.6,,
T,2022-06-28 18:01:36.897,22.255887100,114.146708300,243.6,,
T,2022-06-28 18:01:38.735,22.255873500,114.146696900,243.7,,
T,2022-06-28 18:01:40.521,22.255862100,114.146689400,243.8,,
T,2022-06-28 18:01:42.823,22.255848700,114.146682200,244.0,,
T,2022-06-28 18:01:45.708,22.255832500,114.146674600,244.2,,
T,2022-06-28 18:01:48.709,22.255811800,114.146665800,244.5,,
T,2022-06-28 18:01:52.791,22.255787300,114.146656300,244.8,,
T,2022-06-28 18:02:06.268,22.255686600,114.146620100,245.6,,
T,2022-06-28 18:02:07.803,22.255670600,114.146613900,245.6,,
T,2022-06-28 18:02:09.273,22.255654200,114.146605000,245.5,,
T,2022-06-28 18:02:10.391,22.255642300,114.146597100,245.4,,
T,2022-06-28 18:02:11.656,22.255629700,114.146586800,245.1,,
T,2022-06-28 18:02:12.658,22.255620600,114.146577500,244.9,,
T,2022-06-28 18:02:13.757,22.255611000,114.146566900,244.5,,
T,2022-06-28 18:02:16.374,22.255589400,114.146540400,243.5,,
T,2022-06-28 18:02:18.163,22.255574100,114.146522800,242.7,,
T,2022-06-28 18:02:20.008,22.255557800,114.146505200,241.9,,
T,2022-06-28 18:02:21.618,22.255542900,114.146490600,241.2,,
T,2022-06-28 18:02:23.08,22.255528700,114.146478200,240.7,,
T,2022-06-28 18:02:24.406,22.255515500,114.146467400,240.2,,
T,2022-06-28 18:02:26.262,22.255496400,114.146453200,239.6,,
T,2022-06-28 18:02:27.259,22.255485700,114.146446300,239.2,,
T,2022-06-28 18:02:28.201,22.255475100,114.146440800,239.0,,
T,2022-06-28 18:02:29.198,22.255463400,114.146436200,238.8,,
T,2022-06-28 18:02:30.275,22.255450300,114.146432900,238.7,,
T,2022-06-28 18:02:31.233,22.255438400,114.146431500,238.7,,
T,2022-06-28 18:02:32.868,22.255423600,114.146431600,238.8,,
T,2022-06-28 18:02:35.029,22.255408500,114.146433200,238.9,,
T,2022-06-28 18:02:38.595,22.255385800,114.146436500,239.2,,
T,2022-06-28 18:02:47.27,22.255335500,114.146445800,240.0,,
T,2022-06-28 18:02:49.352,22.255321000,114.146447200,240.1,,
T,2022-06-28 18:02:50.809,22.255306000,114.146446600,240.2,,
T,2022-06-28 18:02:51.952,22.255291800,114.146444900,240.2,,
T,2022-06-28 18:04:08.209,22.254642000,114.146282000,244.0,,
T,2022-06-28 18:04:35.987,22.254528000,114.146215000,246.9,,
T,2022-06-28 18:04:44.37,22.254489000,114.146110000,246.4,,
T,2022-06-28 18:04:56.022,22.254497300,114.145953000,243.8,,
T,2022-06-28 18:04:59.198,22.254490400,114.145910800,243.3,,
T,2022-06-28 18:05:03.232,22.254466100,114.145863100,243.1,,
T,2022-06-28 18:05:06.943,22.254433400,114.145827600,242.8,,
T,2022-06-28 18:05:10.902,22.254392000,114.145798400,241.8,,
T,2022-06-28 18:05:13.662,22.254357800,114.145793700,241.6,,
T,2022-06-28 18:05:22.822,22.254243700,114.145784500,241.0,,
T,2022-06-28 18:05:29.163,22.254198100,114.145796800,241.5,,
T,2022-06-28 18:05:37.983,22.254173900,114.145821500,242.5,,
T,2022-06-28 18:05:46.776,22.254136800,114.145856900,243.3,,
T,2022-06-28 18:05:50.979,22.254105400,114.145878500,243.5,,
T,2022-06-28 18:05:54.548,22.254062700,114.145892300,243.2,,
T,2022-06-28 18:06:14.93,22.253808900,114.145913900,238.1,,
T,2022-06-28 18:06:18.369,22.253768900,114.145930800,237.6,,
T,2022-06-28 18:06:29.739,22.253734700,114.145977100,238.8,,
T,2022-06-28 18:06:47.032,22.253692000,114.146041800,240.7,,
T,2022-06-28 18:06:55.818,22.253642000,114.146081800,241.3,,
T,2022-06-28 18:07:15.716,22.253401400,114.146149100,237.3,,
T,2022-06-28 18:07:22.253,22.253322300,114.146171000,235.3,,
T,2022-06-28 18:07:30.134,22.253224600,114.146184000,231.9,,
T,2022-06-28 18:07:35.403,22.253158900,114.146179900,229.6,,
T,2022-06-28 18:07:40.519,22.253097600,114.146160400,227.7,,
T,2022-06-28 18:07:44.961,22.253049400,114.146130700,226.6,,
T,2022-06-28 18:07:48.982,22.253006600,114.146102300,225.7,,
T,2022-06-28 18:07:59.395,22.252903600,114.146016500,222.3,,
T,2022-06-28 18:08:02.726,22.252892100,114.145973300,221.7,,
T,2022-06-28 18:08:04.606,22.252888600,114.145948200,221.4,,
T,2022-06-28 18:08:06.497,22.252878200,114.145925300,221.0,,
T,2022-06-28 18:08:08.01,22.252872300,114.145905900,220.7,,
T,2022-06-28 18:08:10.44,22.252870000,114.145873200,220.3,,
T,2022-06-28 18:08:17.738,22.252891200,114.145777400,219.0,,
T,2022-06-28 18:08:22.546,22.252888200,114.145712600,217.3,,
T,2022-06-28 18:08:25.948,22.252867000,114.145672800,216.1,,
T,2022-06-28 18:08:30.101,22.252821500,114.145645900,215.0,,
T,2022-06-28 18:08:43.964,22.252650000,114.145620100,213.6,,
T,2022-06-28 18:08:47.559,22.252607000,114.145606100,213.4,,
T,2022-06-28 18:08:50.7,22.252573300,114.145584400,213.1,,
T,2022-06-28 18:08:51.613,22.252563500,114.145578100,213.1,,
T,2022-06-28 18:08:55.629,22.252531900,114.145536000,212.5,,
T,2022-06-28 18:09:00.09,22.252502600,114.145484800,211.2,,
T,2022-06-28 18:09:06.855,22.252476100,114.145398100,208.4,,
T,2022-06-28 18:09:21.553,22.252451100,114.145201600,202.8,,
T,2022-06-28 18:09:39.559,22.252413000,114.144962100,196.1,,
T,2022-06-28 18:09:55.829,22.252359100,114.144750400,190.2,,
T,2022-06-28 18:10:07.071,22.252311400,114.144607700,186.6,,
T,2022-06-28 18:10:18.501,22.252239700,114.144474300,183.6,,
T,2022-06-28 18:10:21.959,22.252199700,114.144456700,182.6,,
T,2022-06-28 18:10:24.425,22.252169900,114.144465100,181.9,,
T,2022-06-28 18:10:27.188,22.252157000,114.144489700,182.0,,
T,2022-06-28 18:10:31.064,22.252119900,114.144523300,181.5,,
T,2022-06-28 18:10:33.986,22.252091300,114.144547800,181.1,,
T,2022-06-28 18:10:37.244,22.252068600,114.144584300,181.0,,
T,2022-06-28 18:10:40.785,22.252032700,114.144612200,180.3,,
T,2022-06-28 18:10:46.739,22.252030700,114.144648700,180.9,,
T,2022-06-28 18:10:54.683,22.252011600,114.144716700,181.3,,
T,2022-06-28 18:11:06.353,22.251953700,114.144859700,181.3,,
T,2022-06-28 18:11:16.26,22.251894500,114.144977100,179.8,,
T,2022-06-28 18:11:22.712,22.251878300,114.145062400,179.2,,
T,2022-06-28 18:11:24.943,22.251862100,114.145086900,178.2,,
T,2022-06-28 18:11:30.137,22.251858800,114.145156900,177.9,,
T,2022-06-28 18:11:33.624,22.251841500,114.145200100,176.7,,
T,2022-06-28 18:11:39.531,22.251835000,114.145279500,176.1,,
T,2022-06-28 18:11:47.601,22.251829600,114.145353100,176.6,,
T,2022-06-28 18:11:49.269,22.251822100,114.145374100,176.2,,
T,2022-06-28 18:11:56.069,22.251823200,114.145419600,176.8,,
T,2022-06-28 18:12:00.612,22.251805900,114.145478000,175.8,,
T,2022-06-28 18:12:09.58,22.251763700,114.145590100,171.7,,
T,2022-06-28 18:12:19.775,22.251735600,114.145724300,166.2,,
T,2022-06-28 18:12:24.948,22.251716200,114.145790900,162.9,,
T,2022-06-28 18:12:32.61,22.251689200,114.145890100,155.7,,
T,2022-06-28 18:12:36.071,22.251689200,114.145936800,152.8,,
T,2022-06-28 18:12:39.637,22.251693500,114.145984700,150.3,,
T,2022-06-28 18:12:43.038,22.251704300,114.146029100,148.5,,
T,2022-06-28 18:12:44.824,22.251684800,114.146017400,147.4,,
T,2022-06-28 18:12:47.335,22.251661100,114.145995200,146.6,,
T,2022-06-28 18:12:53.456,22.251621100,114.145933300,146.7,,
T,2022-06-28 18:12:56.837,22.251624300,114.145978800,144.4,,
T,2022-06-28 18:13:03.469,22.251645900,114.146065200,141.2,,
T,2022-06-28 18:13:05.587,22.251661100,114.146088600,140.9,,
T,2022-06-28 18:13:27.213,22.251721000,114.146134000,143.6,,
T,2022-06-28 18:13:44.511,22.251775200,114.146180500,145.5,,
T,2022-06-28 18:13:52.716,22.251805300,114.146208000,146.4,,
T,2022-06-28 18:13:53.828,22.251811900,114.146221200,146.1,,
T,2022-06-28 18:13:54.791,22.251802500,114.146229300,144.8,,
T,2022-06-28 18:14:00.256,22.251735700,114.146214100,140.2,,
T,2022-06-28 18:14:02.684,22.251747000,114.146244500,139.3,,
T,2022-06-28 18:14:06.337,22.251772400,114.146277100,139.4,,
T,2022-06-28 18:14:15.622,22.251807200,114.146305500,140.4,,
T,2022-06-28 18:14:33.102,22.251857100,114.146330900,142.6,,
T,2022-06-28 18:14:37.943,22.251877800,114.146347200,143.0,,
T,2022-06-28 18:14:41.006,22.251904600,114.146376700,143.0,,
T,2022-06-28 18:14:44.184,22.251925300,114.146413300,142.1,,
T,2022-06-28 18:14:52.056,22.251961900,114.146511900,138.2,,
T,2022-06-28 18:14:54.14,22.251978900,114.146533200,137.9,,
T,2022-06-28 18:15:02.08,22.252000500,114.146539300,139.0,,
T,2022-06-28 18:15:09.813,22.252018400,114.146541300,140.0,,
T,2022-06-28 18:15:10.967,22.252025900,114.146554600,139.6,,
T,2022-06-28 18:15:12.925,22.252026900,114.146581000,137.9,,
T,2022-06-28 18:15:14.865,22.252041000,114.146602300,137.3,,
T,2022-06-28 18:15:18.34,22.252069200,114.146626700,137.4,,
T,2022-06-28 18:15:20.449,22.252084200,114.146650100,136.7,,
T,2022-06-28 18:15:22.9,22.252089900,114.146682600,135.1,,
T,2022-06-28 18:15:26.108,22.252096500,114.146725300,133.5,,
T,2022-06-28 18:15:28.446,22.252104000,114.146755800,132.6,,
T,2022-06-28 18:15:30.727,22.252119100,114.146781900,132.4,,
T,2022-06-28 18:15:34.218,22.252136500,114.146825100,131.6,,
T,2022-06-28 18:15:54.316,22.252224800,114.146949500,133.0,,
T,2022-06-28 18:15:59.008,22.252244600,114.147009100,132.3,,
T,2022-06-28 18:16:07.507,22.252275600,114.147058200,133.0,,
T,2022-06-28 18:16:10.107,22.252243200,114.147055800,130.4,,
T,2022-06-28 18:16:12.861,22.252251000,114.147092000,129.6,,
T,2022-06-28 18:16:27.243,22.252281900,114.147109700,131.5,,
T,2022-06-28 18:16:28.979,22.252266600,114.147126300,129.6,,
T,2022-06-28 18:16:30.429,22.252265100,114.147145800,128.7,,
T,2022-06-28 18:16:31.758,22.252270400,114.147162800,128.5,,
T,2022-06-28 18:16:35.859,22.252232900,114.147200500,123.8,,
T,2022-06-28 18:16:37.828,22.252214900,114.147218600,121.6,,
T,2022-06-28 18:16:38.22,22.252211300,114.147222200,121.2,,
T,2022-06-28 18:16:41.38,22.252221200,114.147242100,121.4,,
T,2022-06-28 18:16:45.536,22.252226400,114.147297900,120.4,,
T,2022-06-28 18:16:49.264,22.252240900,114.147341900,120.5,,
T,2022-06-28 18:16:55.076,22.252259900,114.147383400,120.9,,
T,2022-06-28 18:16:58.321,22.252272300,114.147425100,120.7,,
T,2022-06-28 18:16:59.914,22.252272200,114.147446600,120.1,,
T,2022-06-28 18:17:10.279,22.252303600,114.147582300,118.9,,
T,2022-06-28 18:17:16.881,22.252309100,114.147671200,117.2,,
