type,time,latitude,longitude,altitude (m),name,desc
T,2022-06-28 18:17:21.958,22.252321000,114.147738500,116.3,,
T,2022-06-28 18:17:30.335,22.252326500,114.147851400,113.8,,
T,2022-06-28 18:17:41.332,22.252327800,114.147999800,109.8,,
T,2022-06-28 18:17:44.098,22.252338500,114.148035300,109.4,,
T,2022-06-28 18:17:47.157,22.252359200,114.148070000,109.2,,
T,2022-06-28 18:17:55.45,22.252432100,114.148144000,109.3,,
T,2022-06-28 18:18:04.614,22.252470300,114.148161400,110.3,,
T,2022-06-28 18:18:34.278,22.252586500,114.148197700,113.6,,
T,2022-06-28 18:18:40.923,22.252611500,114.148204400,114.3,,
T,2022-06-28 18:19:27.365,22.252743400,114.148198800,120.3,,
T,2022-06-28 18:19:33.888,22.252763200,114.148199600,121.1,,
T,2022-06-28 18:19:36.692,22.252774500,114.148203800,121.5,,
T,2022-06-28 18:19:42.127,22.252797300,114.148215800,122.0,,
T,2022-06-28 18:19:44.573,22.252812500,114.148229300,122.2,,
T,2022-06-28 18:19:46.499,22.252826000,114.148250800,121.9,,
T,2022-06-28 18:19:54.983,22.252844700,114.148363500,118.0,,
T,2022-06-28 18:19:58.496,22.252866100,114.148404900,117.5,,
T,2022-06-28 18:20:03.328,22.252904400,114.148455300,117.3,,
T,2022-06-28 18:20:05.688,22.252920600,114.148481900,117.1,,
T,2022-06-28 18:20:12.941,22.252950500,114.148574300,114.9,,
T,2022-06-28 18:20:20.985,22.253005300,114.148640800,115.1,,
T,2022-06-28 18:20:39.998,22.253089000,114.148704000,116.9,,
T,2022-06-28 18:20:59.151,22.253206000,114.148784000,118.3,,
T,2022-06-28 18:21:15.745,22.253316300,114.148860600,119.3,,
T,2022-06-28 18:21:26.292,22.253362100,114.148884800,120.4,,
T,2022-06-28 18:21:46.654,22.253425200,114.148894800,122.9,,
T,2022-06-28 18:22:01.195,22.253470100,114.148908100,124.7,,
T,2022-06-28 18:22:04.203,22.253479700,114.148914700,125.0,,
T,2022-06-28 18:22:08.845,22.253494400,114.148924900,125.6,,
T,2022-06-28 18:22:15.138,22.253514200,114.148940700,126.3,,
T,2022-06-28 18:22:22.528,22.253537200,114.148966800,127.1,,
T,2022-06-28 18:22:27.387,22.253551900,114.148990400,127.6,,
T,2022-06-28 18:22:30.559,22.253560100,114.149026900,127.6,,
T,2022-06-28 18:22:33.333,22.253563100,114.149064200,127.4,,
T,2022-06-28 18:22:36.039,22.253554100,114.149099400,126.7,,
T,2022-06-28 18:22:50.547,22.253478800,114.149277500,122.4,,
T,2022-06-28 18:22:52.459,22.253464300,114.149298000,121.5,,
T,2022-06-28 18:22:54.358,22.253447600,114.149316200,120.6,,
T,2022-06-28 18:22:56.648,22.253420800,114.149327000,119.0,,
T,2022-06-28 18:22:59.94,22.253386500,114.149351500,116.9,,
T,2022-06-28 18:23:03.94,22.253354000,114.149392500,114.7,,
T,2022-06-28 18:23:06.217,22.253342500,114.149420600,113.8,,
T,2022-06-28 18:23:10.022,22.253340200,114.149471900,113.7,,
T,2022-06-28 18:23:19.491,22.253345100,114.149527100,114.6,,
T,2022-06-28 18:24:12.61,22.253418300,114.149724000,120.9,,
T,2022-06-28 18:24:23.628,22.253452000,114.149765000,122.0,,
T,2022-06-28 18:24:27.495,22.253465800,114.149789800,122.3,,
T,2022-06-28 18:24:29.553,22.253474600,114.149815900,122.3,,
T,2022-06-28 18:24:31.528,22.253479600,114.149842000,122.0,,
T,2022-06-28 18:24:39.102,22.253485700,114.149944000,120.3,,
T,2022-06-28 18:24:44.584,22.253507300,114.150014200,119.5,,
T,2022-06-28 18:24:50.338,22.253539000,114.150083900,117.9,,
T,2022-06-28 18:24:59.507,22.253608200,114.150182500,117.0,,
T,2022-06-28 18:25:08.283,22.253643300,114.150239900,117.6,,
T,2022-06-28 18:25:14.099,22.253654800,114.150317400,115.5,,
T,2022-06-28 18:25:18.362,22.253658400,114.150374800,113.6,,
T,2022-06-28 18:25:23.621,22.253674500,114.150443600,112.1,,
T,2022-06-28 18:25:26.913,22.253688200,114.150485500,111.5,,
T,2022-06-28 18:25:32.719,22.253714100,114.150522000,111.9,,
T,2022-06-28 18:26:15.408,22.253899400,114.150752900,115.2,,
T,2022-06-28 18:26:26.628,22.253947000,114.150803500,116.2,,
T,2022-06-28 18:27:00.173,22.254032300,114.150827400,120.6,,
T,2022-06-28 18:27:05.53,22.254048600,114.150836900,121.3,,
T,2022-06-28 18:27:09.838,22.254061100,114.150853300,121.7,,
T,2022-06-28 18:27:11.388,22.254064900,114.150873800,121.5,,
T,2022-06-28 18:27:16.389,22.254069700,114.150941100,120.4,,
T,2022-06-28 18:27:22.985,22.254060800,114.151029600,117.9,,
T,2022-06-28 18:27:30.662,22.254065000,114.151133100,116.6,,
T,2022-06-28 18:28:05.859,22.254102400,114.151289400,120.5,,
T,2022-06-28 18:28:15.052,22.254109000,114.151338700,121.4,,
T,2022-06-28 18:28:22.039,22.254109800,114.151392300,121.9,,
T,2022-06-28 18:28:27.538,22.254092800,114.151464200,120.2,,
T,2022-06-28 18:28:41.991,22.254078000,114.151658600,118.0,,
T,2022-06-28 18:28:45.918,22.254080900,114.151711500,116.8,,
T,2022-06-28 18:28:51.333,22.254104500,114.151780000,116.0,,
T,2022-06-28 18:28:58.434,22.254151600,114.151861200,115.6,,
T,2022-06-28 18:29:08.36,22.254239200,114.151956000,115.4,,
T,2022-06-28 18:29:12.947,22.254269900,114.151980200,115.7,,
T,2022-06-28 18:29:27.759,22.254350500,114.152029700,116.9,,
T,2022-06-28 18:29:35.554,22.254389000,114.152049800,117.6,,
T,2022-06-28 18:29:48.448,22.254460900,114.152091800,118.7,,
T,2022-06-28 18:29:59.323,22.254494600,114.152085200,120.0,,
T,2022-06-28 18:30:03.491,22.254530300,114.152108200,120.2,,
T,2022-06-28 18:30:05.299,22.254536000,114.152131800,119.3,,
T,2022-06-28 18:30:09.414,22.254577000,114.152165300,119.0,,
T,2022-06-28 18:30:37.975,22.254815800,114.152272800,120.3,,
T,2022-06-28 18:30:53.746,22.254905200,114.152291400,121.7,,
T,2022-06-28 18:31:05.935,22.254965000,114.152296600,122.9,,
T,2022-06-28 18:31:14.313,22.255010200,114.152308200,123.7,,
T,2022-06-28 18:31:20.799,22.255056300,114.152345200,124.0,,
T,2022-06-28 18:31:23.801,22.255076400,114.152379400,123.4,,
T,2022-06-28 18:31:26.204,22.255084900,114.152410500,122.3,,
T,2022-06-28 18:31:32.324,22.255094100,114.152492500,119.1,,
T,2022-06-28 18:31:44.225,22.255168900,114.152631300,117.2,,
T,2022-06-28 18:32:00.632,22.255302500,114.152799200,115.9,,
T,2022-06-28 18:32:20.706,22.255396000,114.152905100,117.4,,
T,2022-06-28 18:32:40.165,22.255544900,114.152995500,118.4,,
T,2022-06-28 18:32:48.835,22.255601800,114.153043600,118.8,,
T,2022-06-28 18:33:30.544,22.255762700,114.153221300,122.7,,
T,2022-06-28 18:33:41.73,22.255813700,114.153246800,123.8,,
T,2022-06-28 18:33:53.159,22.255872600,114.153276600,124.9,,
T,2022-06-28 18:34:04.84,22.255952900,114.153343000,125.5,,
T,2022-06-28 18:34:37.398,22.256099500,114.153444900,128.6,,
T,2022-06-28 18:34:49.241,22.256176000,114.153499300,129.3,,
T,2022-06-28 18:34:54.54,22.256214000,114.153529000,129.6,,
T,2022-06-28 18:34:57.712,22.256235000,114.153565300,129.4,,
T,2022-06-28 18:34:59.409,22.256242300,114.153586800,129.2,,
T,2022-06-28 18:35:01.939,22.256249700,114.153620000,129.0,,
T,2022-06-28 18:35:06.541,22.256249700,114.153668000,129.2,,
T,2022-06-28 18:35:11.006,22.256234200,114.153715800,129.3,,
T,2022-06-28 18:35:16.22,22.256205800,114.153756900,129.6,,
T,2022-06-28 18:35:21.824,22.256170600,114.153784600,129.9,,
T,2022-06-28 18:35:28.812,22.256124500,114.153804800,130.4,,
T,2022-06-28 18:35:34.169,22.256082400,114.153804700,130.7,,
T,2022-06-28 18:35:38.046,22.256042400,114.153792900,130.8,,
T,2022-06-28 18:35:42.219,22.255995700,114.153767900,130.6,,
T,2022-06-28 18:36:12.855,22.255654600,114.153580500,122.8,,
T,2022-06-28 18:36:17.028,22.255655800,114.153600600,123.2,,
T,2022-06-28 18:36:23.422,22.255661400,114.153623400,124.0,,
T,2022-06-28 18:36:28.19,22.255665800,114.153637700,124.6,,
T,2022-06-28 18:36:51.245,22.255687400,114.153707200,127.5,,
T,2022-06-28 18:37:03.243,22.255702500,114.153742300,129.1,,
T,2022-06-28 18:37:12.803,22.255722500,114.153767200,130.2,,
T,2022-06-28 18:37:24.521,22.255757700,114.153792900,131.6,,
T,2022-06-28 18:37:42.947,22.255885500,114.153819000,133.0,,
T,2022-06-28 18:37:46.628,22.255930300,114.153830200,132.9,,
T,2022-06-28 18:37:52.552,22.255990100,114.153859100,133.0,,
T,2022-06-28 18:38:09.784,22.256078900,114.153949700,134.2,,
T,2022-06-28 18:38:39.615,22.256158500,114.154128200,136.7,,
T,2022-06-28 18:38:43.366,22.256187700,114.154167800,136.2,,
T,2022-06-28 18:38:48.28,22.256241200,114.154200300,134.5,,
T,2022-06-28 18:39:02.915,22.256420400,114.154239300,128.3,,
T,2022-06-28 18:39:16.182,22.256529900,114.154309200,128.8,,
T,2022-06-28 18:39:17.872,22.256549800,114.154301600,128.4,,
T,2022-06-28 18:39:20.43,22.256570600,114.154275400,128.0,,
T,2022-06-28 18:39:23.08,22.256592200,114.154248300,127.7,,
T,2022-06-28 18:39:26.604,22.256617000,114.154209000,127.6,,
T,2022-06-28 18:39:28.267,22.256630000,114.154196000,127.7,,
T,2022-06-28 18:39:30.369,22.256648000,114.154188000,127.8,,
T,2022-06-28 18:39:33.258,22.256670000,114.154185000,128.0,,
T,2022-06-28 18:39:39.146,22.256695000,114.154185000,128.6,,
T,2022-06-28 18:39:44.915,22.256720000,114.154190000,129.2,,
T,2022-06-28 18:39:58.298,22.256777000,114.154211000,130.7,,
T,2022-06-28 18:40:19.372,22.256860000,114.154260000,132.9,,
T,2022-06-28 18:41:03.343,22.257020000,114.154369000,137.7,,
T,2022-06-28 18:41:21.455,22.257089000,114.154421000,139.6,,
T,2022-06-28 18:41:37.622,22.257150000,114.154473000,141.3,,
T,2022-06-28 18:41:48.32,22.257191000,114.154514000,142.3,,
T,2022-06-28 18:42:05.905,22.257269000,114.154602000,143.7,,
T,2022-06-28 18:42:09.849,22.257290000,114.154624000,144.0,,
T,2022-06-28 18:42:14.99,22.257320000,114.154651000,144.3,,
T,2022-06-28 18:42:21.305,22.257361000,114.154679000,144.7,,
T,2022-06-28 18:42:40.493,22.257499000,114.154751000,145.9,,
T,2022-06-28 18:42:50.77,22.257538000,114.154780000,147.0,,
T,2022-06-28 18:43:01.218,22.257578000,114.154821000,148.0,,
T,2022-06-28 18:43:11.713,22.257620000,114.154870000,148.9,,
T,2022-06-28 18:43:29.961,22.257700000,114.154973000,150.3,,
T,2022-06-28 18:43:40.504,22.257747000,114.155022000,151.2,,
T,2022-06-28 18:43:50.826,22.257790000,114.155060000,152.1,,
T,2022-06-28 18:44:33.785,22.257995000,114.155200000,156.1,,
T,2022-06-28 18:44:41.079,22.258039000,114.155224000,156.6,,
T,2022-06-28 18:44:47.922,22.258080000,114.155241000,157.2,,
T,2022-06-28 18:44:55.336,22.258120000,114.155250000,157.9,,
T,2022-06-28 18:45:05.613,22.258170000,114.155251000,158.9,,
T,2022-06-28 18:45:18.067,22.258230000,114.155251000,160.2,,
T,2022-06-28 18:45:35.312,22.258310000,114.155244000,162.0,,
T,2022-06-28 18:45:54.181,22.258410000,114.155230000,163.8,,
T,2022-06-28 18:46:12.892,22.258510000,114.155208000,165.5,,
T,2022-06-28 18:46:23.149,22.258561000,114.155190000,166.5,,
T,2022-06-28 18:46:31.703,22.258600000,114.155170000,167.4,,
T,2022-06-28 18:46:38.001,22.258629000,114.155160000,168.0,,
T,2022-06-28 18:46:44.53,22.258660000,114.155155000,168.7,,
T,2022-06-28 18:46:50.079,22.258690000,114.155158000,169.2,,
T,2022-06-28 18:46:53.521,22.258710600,114.155163600,169.5,,
T,2022-06-28 18:46:59.243,22.258750100,114.155182000,169.9,,
T,2022-06-28 18:47:02.321,22.258770000,114.155188000,170.1,,
T,2022-06-28 18:47:10.408,22.258820000,114.155198000,170.8,,
T,2022-06-28 18:47:26.27,22.258920000,114.155202000,172.1,,
T,2022-06-28 18:47:38.386,22.259020000,114.155201000,172.8,,
T,2022-06-28 18:47:51.796,22.259120000,114.155194000,173.7,,
T,2022-06-28 18:48:09.113,22.259220000,114.155183000,175.2,,
T,2022-06-28 18:48:26.004,22.259300000,114.155168000,177.0,,
T,2022-06-28 18:48:32.81,22.259326500,114.155156900,177.7,,
T,2022-06-28 18:48:38.328,22.259336000,114.155140000,178.4,,
T,2022-06-28 18:48:42.628,22.259328500,114.155121800,178.9,,
T,2022-06-28 18:48:45.098,22.259311000,114.155110000,179.0,,
T,2022-06-28 18:48:52.639,22.259221000,114.155080000,178.8,,
T,2022-06-28 18:48:54.335,22.259200200,114.155075600,178.7,,
T,2022-06-28 18:49:02.383,22.259100000,114.155067000,177.8,,
T,2022-06-28 18:49:07.214,22.259040000,114.155060000,177.3,,
T,2022-06-28 18:49:11.143,22.258992000,114.155049000,177.1,,
T,2022-06-28 18:49:13.305,22.258970000,114.155038000,177.1,,
T,2022-06-28 18:49:16.394,22.258950000,114.155022000,177.3,,
T,2022-06-28 18:49:25.289,22.258910000,114.154977000,178.0,,
T,2022-06-28 18:49:33.209,22.258889000,114.154939000,178.8,,
T,2022-06-28 18:49:41.581,22.258881000,114.154900000,179.7,,
T,2022-06-28 18:50:06.331,22.258882000,114.154800000,182.6,,
T,2022-06-28 18:50:15.608,22.258879000,114.154760000,183.6,,
T,2022-06-28 18:50:24.204,22.258873000,114.154720000,184.5,,
T,2022-06-28 18:50:44.063,22.258846000,114.154600000,186.3,,
T,2022-06-28 18:51:03.654,22.258825500,114.154488700,188.2,,
T,2022-06-28 18:51:09.409,22.258821000,114.154457500,188.8,,
T,2022-06-28 18:51:27.888,22.258957000,114.154604100,189.3,,
T,2022-06-28 18:51:36.165,22.259015100,114.154696500,188.7,,
T,2022-06-28 18:51:42.301,22.259063900,114.154735100,189.0,,
T,2022-06-28 18:51:50.591,22.259103400,114.154738400,189.8,,
T,2022-06-28 18:52:00.153,22.259135400,114.154728900,191.0,,
T,2022-06-28 18:52:08.184,22.259174100,114.154729200,191.8,,
T,2022-06-28 18:52:21.019,22.259328300,114.154757800,191.8,,
T,2022-06-28 18:52:27.29,22.259379800,114.154758800,192.2,,
T,2022-06-28 18:52:34.604,22.259422300,114.154750100,192.8,,
T,2022-06-28 18:52:43.911,22.259456800,114.154727800,193.8,,
T,2022-06-28 18:52:49.634,22.259480200,114.154712700,194.4,,
T,2022-06-28 18:52:51.475,22.259503000,114.154716000,194.4,,
T,2022-06-28 18:52:56.291,22.259559400,114.154738600,193.8,,
T,2022-06-28 18:53:04.08,22.259629600,114.154735600,194.2,,
T,2022-06-28 18:53:15.954,22.259694200,114.154715100,195.3,,
T,2022-06-28 18:53:53.505,22.259874900,114.154706600,199.1,,
T,2022-06-28 18:54:27.608,22.259991800,114.154675400,203.2,,
T,2022-06-28 18:55:38.216,22.260377700,114.154529900,209.5,,
T,2022-06-28 18:55:56.823,22.260468300,114.154479200,211.2,,
T,2022-06-28 18:56:19.158,22.260565600,114.154396000,213.3,,
T,2022-06-28 18:56:40.821,22.260683600,114.154251300,214.5,,
T,2022-06-28 18:56:43.919,22.260711200,114.154222000,214.3,,
T,2022-06-28 18:56:46.106,22.260735100,114.154207700,213.8,,
T,2022-06-28 18:56:48.402,22.260763400,114.154202700,213.0,,
T,2022-06-28 18:56:50.919,22.260794300,114.154209000,212.1,,
T,2022-06-28 18:56:53.161,22.260814100,114.154230400,211.5,,
T,2022-06-28 18:56:53.782,22.260819600,114.154236300,211.3,,
T,2022-06-28 18:56:57.334,22.260839600,114.154279100,211.2,,
T,2022-06-28 18:57:05.45,22.260858700,114.154336500,211.8,,
T,2022-06-28 18:57:11.048,22.260862800,114.154394600,212.0,,
T,2022-06-28 18:57:21.079,22.260840400,114.154527800,211.3,,
T,2022-06-28 18:57:27.121,22.260816100,114.154605000,210.8,,
T,2022-06-28 18:57:30.208,22.260806300,114.154645300,210.6,,
T,2022-06-28 18:57:32.775,22.260812500,114.154676700,210.6,,
T,2022-06-28 18:58:07.16,22.260874500,114.154894900,213.5,,
T,2022-06-28 18:58:20.759,22.260887900,114.154996900,214.5,,
T,2022-06-28 18:58:42.353,22.260807600,114.155256000,214.8,,
T,2022-06-28 18:59:03.925,22.260857600,114.155310200,217.4,,
T,2022-06-28 18:59:19.667,22.260708100,114.155448200,213.1,,
T,2022-06-28 18:59:39.68,22.260463600,114.155504400,202.7,,
T,2022-06-28 18:59:57.479,22.260386200,114.155729600,200.0,,
T,2022-06-28 19:00:07.939,22.260386500,114.155855400,200.1,,
T,2022-06-28 19:00:37.943,22.260492600,114.156001500,202.9,,
T,2022-06-28 19:00:50.757,22.260408000,114.156148300,200.6,,
T,2022-06-28 19:01:12.985,22.260372900,114.156445900,197.2,,
T,2022-06-28 19:02:51.364,22.260551000,114.156950200,207.0,,
T,2022-06-28 19:02:56.17,22.260530000,114.156990800,207.2,,
T,2022-06-28 19:03:07.327,22.260390700,114.156986800,202.8,,
T,2022-06-28 19:03:37.797,22.260109900,114.157264400,200.5,,
T,2022-06-28 19:03:53.259,22.260070500,114.157415400,201.1,,
T,2022-06-28 19:05:03.495,22.260090400,114.157898600,206.9,,
T,2022-06-28 19:05:28.917,22.259960300,114.158096900,208.1,,
T,2022-06-28 19:05:32.918,22.259910400,114.158093900,207.9,,
T,2022-06-28 19:05:41.112,22.259876900,114.157989400,205.4,,
T,2022-06-28 19:06:00.836,22.259686700,114.157820200,201.2,,
T,2022-06-28 19:06:19.141,22.259622800,114.157583000,196.1,,
T,2022-06-28 19:06:48.694,22.259351000,114.157533600,197.3,,
T,2022-06-28 19:07:45.883,22.259219300,114.157689700,204.2,,
T,2022-06-28 19:08:10.586,22.258999600,114.157455600,199.3,,
T,2022-06-28 19:08:29.49,22.259017500,114.157201200,188.8,,
T,2022-06-28 19:08:54.176,22.258873000,114.157163100,191.0,,
T,2022-06-28 19:11:07.897,22.258564500,114.157202100,209.1,,
T,2022-06-28 19:11:30.169,22.258438700,114.156934000,196.4,,
T,2022-06-28 19:11:59.19,22.258146100,114.156733000,196.6,,
T,2022-06-28 19:12:17.061,22.258027600,114.156528600,190.2,,
T,2022-06-28 19:12:57.708,22.257820600,114.156409100,193.9,,
T,2022-06-28 19:13:14.707,22.257710700,114.156212800,190.4,,
T,2022-06-28 19:13:29.206,22.257571600,114.156087500,185.6,,
T,2022-06-28 19:13:57.176,22.257314500,114.156136500,186.7,,
T,2022-06-28 19:16:28.148,22.256809800,114.156657600,202.6,,
T,2022-06-28 19:17:30.204,22.256466700,114.156619000,208.3,,
T,2022-06-28 19:17:46.531,22.256420400,114.156404400,203.9,,
T,2022-06-28 19:18:02.56,22.256260300,114.156274500,203.4,,
T,2022-06-28 19:18:35.112,22.256216000,114.155837800,177.9,,
T,2022-06-28 19:18:58.652,22.256062200,114.155624200,178.5,,
T,2022-06-28 19:20:07.608,22.255874000,114.155531800,187.2,,
T,2022-06-28 19:20:25.391,22.255777700,114.155384000,187.9,,
T,2022-06-28 19:20:51.421,22.255814900,114.155035000,179.9,,
T,2022-06-28 19:21:10.055,22.255650300,114.154857200,178.1,,
T,2022-06-28 19:22:16.269,22.255377100,114.154841200,185.5,,
T,2022-06-28 19:22:28.035,22.255282700,114.154719500,184.7,,
T,2022-06-28 19:22:42.5,22.255194700,114.154549000,178.9,,
T,2022-06-28 19:22:59.075,22.255003200,114.154464000,177.1,,
T,2022-06-28 19:23:09.71,22.254888500,114.154391600,175.7,,
T,2022-06-28 19:23:14.915,22.254837900,114.154347500,174.8,,
T,2022-06-28 19:23:32.991,22.254718700,114.154350600,176.2,,
T,2022-06-28 19:23:39.758,22.254637600,114.154376300,175.5,,
T,2022-06-28 19:23:40.054,22.254634300,114.154378100,175.5,,
T,2022-06-28 19:23:41.335,22.254620900,114.154385700,175.5,,
T,2022-06-28 19:23:43.935,22.254604200,114.154398800,175.6,,
T,2022-06-28 19:23:52.293,22.254587000,114.154431600,176.6,,
T,2022-06-28 19:24:16.613,22.254563900,114.154567300,178.9,,
T,2022-06-28 19:24:21.028,22.254541200,114.154608300,179.1,,
T,2022-06-28 19:24:24.168,22.254513400,114.154638200,178.8,,
T,2022-06-28 19:24:32.72,22.254423900,114.154701200,177.0,,
T,2022-06-28 19:25:24.791,22.254240500,114.155052500,180.7,,
T,2022-06-28 19:25:53.528,22.253940300,114.155265100,178.4,,
T,2022-06-28 19:26:20.94,22.253629400,114.155420100,164.8,,
T,2022-06-28 19:26:27.192,22.253601000,114.155498700,163.6,,
T,2022-06-28 19:26:32.496,22.253604100,114.155570200,163.5,,
T,2022-06-28 19:26:59.357,22.253694100,114.155654700,166.4,,
T,2022-06-28 19:27:43.434,22.253827300,114.155789100,171.3,,
T,2022-06-28 19:28:06.25,22.253893900,114.156024300,172.1,,
T,2022-06-28 19:28:26.625,22.253807400,114.156282900,166.9,,
T,2022-06-28 19:28:43.575,22.253640400,114.156423500,162.3,,
T,2022-06-28 19:28:59.889,22.253613200,114.156641700,154.8,,
T,2022-06-28 19:29:09.919,22.253691000,114.156747800,151.1,,
T,2022-06-28 19:29:56.765,22.254143000,114.156655300,152.8,,
T,2022-06-28 19:31:58.671,22.254454200,114.156520500,168.6,,
T,2022-06-28 19:32:36.744,22.254612100,114.156582200,172.7,,
T,2022-06-28 19:32:49.278,22.254690400,114.156699300,173.0,,
T,2022-06-28 19:33:27.331,22.254800100,114.157199000,167.0,,
T,2022-06-28 19:34:18.217,22.254904100,114.157876500,159.2,,
T,2022-06-28 19:34:23.885,22.254955400,114.157929200,159.1,,
T,2022-06-28 19:35:34.928,22.255147100,114.157878400,168.4,,
T,2022-06-28 19:36:37.652,22.255291900,114.157770600,176.5,,
T,2022-06-28 19:36:57.62,22.255434100,114.157992000,175.1,,
T,2022-06-28 19:37:15.936,22.255580100,114.158182300,173.7,,
T,2022-06-28 19:37:35.491,22.255729800,114.158353300,174.0,,
T,2022-06-28 19:39:00.029,22.255960600,114.158357800,185.0,,
T,2022-06-28 19:39:26.482,22.256083800,114.158451500,187.4,,
T,2022-06-28 19:39:40.059,22.256128700,114.158628200,183.2,,
T,2022-06-28 19:40:28.982,22.256445200,114.158933500,185.7,,
T,2022-06-28 19:41:10.683,22.256663400,114.158993000,189.7,,
T,2022-06-28 19:41:31.676,22.256864900,114.159174300,186.4,,
T,2022-06-28 19:41:46.327,22.256892300,114.159369800,179.6,,
T,2022-06-28 19:42:17.519,22.257148300,114.159523800,180.9,,
T,2022-06-28 19:42:53.646,22.257420700,114.159607300,183.1,,
T,2022-06-28 19:43:47.66,22.257531000,114.159482400,190.0,,
T,2022-06-28 19:44:34.983,22.257669000,114.159410700,195.8,,
T,2022-06-28 19:44:50.713,22.257839400,114.159516400,192.4,,
T,2022-06-28 19:45:04.145,22.257947200,114.159655300,184.9,,
T,2022-06-28 19:45:20.273,22.258131900,114.159742200,180.4,,
T,2022-06-28 19:45:53.988,22.258248100,114.159677800,184.3,,
T,2022-06-28 19:46:46.017,22.258362100,114.159561600,190.9,,
T,2022-06-28 19:48:02.844,22.258406600,114.159365500,201.2,,
T,2022-06-28 19:48:14.388,22.258550800,114.159366200,198.5,,
T,2022-06-28 19:49:00.071,22.258723600,114.159201400,203.0,,
T,2022-06-28 19:49:08.814,22.258809700,114.159274000,199.3,,
